map_1_1.tif;8.996226;10.928301;47.696429;49.002551
map_1_2.tif;10.928301;12.860377;47.696429;49.002551
map_1_3.tif;12.860377;14.792452;47.696429;49.002551
map_1_4.tif;14.792452;16.724528;47.696429;49.002551
map_1_5.tif;16.724528;16.996226;47.696429;49.002551
map_2_1.tif;8.996226;10.928301;46.390306;47.696429
map_2_2.tif;10.928301;12.860377;46.390306;47.696429
map_2_3.tif;12.860377;14.792452;46.390306;47.696429
map_2_4.tif;14.792452;16.724528;46.390306;47.696429
map_2_5.tif;16.724528;16.996226;46.390306;47.696429
map_3_1.tif;8.996226;10.928301;46.002551;46.390306
map_3_2.tif;10.928301;12.860377;46.002551;46.390306
map_3_3.tif;12.860377;14.792452;46.002551;46.390306
map_3_4.tif;14.792452;16.724528;46.002551;46.390306
map_3_5.tif;16.724528;16.996226;46.002551;46.390306
